Athlete,Week,Day of the Week,Category,Exercise,Reps,Sets,Set,Set_Reps,Set_Weight,Variant,Notes,Unnamed: 0,Athlete comments
Daniele Conca,2025_17,1,Clean and Jerk,Slancio,1.0,6.0,4,,115.0,,,,
Daniele Conca,2025_17,1,Snatch,Strappo inguine no piedi,2.0,3.0,4,,,,,,
Daniele Conca,2025_17,1,Squat,Gambe dietro,3.0,3.0,4,,,,,,
Daniele Conca,2025_17,2,Snatch,Strappo sosp bassa,1.0,4.0,4,1.0,80.0,,Oggi lavora leggero,,
Daniele Conca,2025_17,2,Jerk,Spinte in spaccata,1.0,4.0,4,1.0,100.0,,Oggi lavora leggero,,
Daniele Conca,2025_17,3,Snatch,Strappo,1.0,4.0,4,,,,,,
Daniele Conca,2025_17,3,Clean and Jerk,Slancio,1.0,4.0,4,1.0,115.0,,,,
Daniele Conca,2025_17,3,Squat,Gambe avanti,3.0,3.0,4,,,,,,
Daniele Conca,2025_17,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,4,,,,,,
Daniele Conca,2025_17,1,Clean and Jerk,Slancio,1.0,6.0,5,,,,,,
Daniele Conca,2025_17,1,Snatch,Strappo inguine no piedi,2.0,3.0,5,,,,,,
Daniele Conca,2025_17,1,Squat,Gambe dietro,3.0,3.0,5,,,,,,
Daniele Conca,2025_17,2,Snatch,Strappo sosp bassa,1.0,4.0,5,,,,Oggi lavora leggero,,
Daniele Conca,2025_17,2,Jerk,Spinte in spaccata,1.0,4.0,5,,,,Oggi lavora leggero,,
Daniele Conca,2025_17,3,Snatch,Strappo,1.0,4.0,5,,,,,,
Daniele Conca,2025_17,3,Clean and Jerk,Slancio,1.0,4.0,5,,,,,,
Daniele Conca,2025_17,3,Squat,Gambe avanti,3.0,3.0,5,,,,,,
Daniele Conca,2025_17,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,5,,,,,,
Daniele Conca,2025_17,1,Clean and Jerk,Slancio,1.0,6.0,6,,,,,,
Daniele Conca,2025_17,1,Snatch,Strappo inguine no piedi,2.0,3.0,6,,,,,,
Daniele Conca,2025_17,1,Squat,Gambe dietro,3.0,3.0,6,,,,,,
Daniele Conca,2025_17,2,Snatch,Strappo sosp bassa,1.0,4.0,6,,,,Oggi lavora leggero,,
Daniele Conca,2025_17,2,Jerk,Spinte in spaccata,1.0,4.0,6,,,,Oggi lavora leggero,,
Daniele Conca,2025_17,3,Snatch,Strappo,1.0,4.0,6,,,,,,
Daniele Conca,2025_17,3,Clean and Jerk,Slancio,1.0,4.0,6,,,,,,
Daniele Conca,2025_17,3,Squat,Gambe avanti,3.0,3.0,6,,,,,,
Daniele Conca,2025_17,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,6,,,,,,
Daniele Conca,2025_17,1,Clean and Jerk,Slancio,1.0,6.0,7,,,,,,
Daniele Conca,2025_17,1,Snatch,Strappo inguine no piedi,2.0,3.0,7,,,,,,
Daniele Conca,2025_17,1,Squat,Gambe dietro,3.0,3.0,7,,,,,,
Daniele Conca,2025_17,2,Snatch,Strappo sosp bassa,1.0,4.0,7,,,,Oggi lavora leggero,,
Daniele Conca,2025_17,2,Jerk,Spinte in spaccata,1.0,4.0,7,,,,Oggi lavora leggero,,
Daniele Conca,2025_17,3,Snatch,Strappo,1.0,4.0,7,,,,,,
Daniele Conca,2025_17,3,Clean and Jerk,Slancio,1.0,4.0,7,,,,,,
Daniele Conca,2025_17,3,Squat,Gambe avanti,3.0,3.0,7,,,,,,
Daniele Conca,2025_17,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,7,,,,,,
Daniele Conca,2025_17,1,Clean and Jerk,Slancio,1.0,6.0,8,,,,,,
Daniele Conca,2025_17,1,Snatch,Strappo inguine no piedi,2.0,3.0,8,,,,,,
Daniele Conca,2025_17,1,Squat,Gambe dietro,3.0,3.0,8,,,,,,
Daniele Conca,2025_17,2,Snatch,Strappo sosp bassa,1.0,4.0,8,,,,Oggi lavora leggero,,
Daniele Conca,2025_17,2,Jerk,Spinte in spaccata,1.0,4.0,8,,,,Oggi lavora leggero,,
Daniele Conca,2025_17,3,Snatch,Strappo,1.0,4.0,8,,,,,,
Daniele Conca,2025_17,3,Clean and Jerk,Slancio,1.0,4.0,8,,,,,,
Daniele Conca,2025_17,3,Squat,Gambe avanti,3.0,3.0,8,,,,,,
Daniele Conca,2025_17,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,8,,,,,,
Daniele Conca,2025_18,1,Snatch,Strappo no piedi,1.0,5.0,1,1.0,70.0,,,,
Daniele Conca,2025_18,1,Snatch pull,Tirate strappo,2.0,3.0,1,1.0,90.0,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,1,Squat,Gambe dietro,2.0,3.0,1,2.0,135.0,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,2,Clean and Jerk,Slancio,1.0,5.0,1,,,,,,
Daniele Conca,2025_18,2,Squat,Gambe avanti,2.0,3.0,1,,,,Solo se non hai male scihena,,
Daniele Conca,2025_18,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,1,,,,,,
Daniele Conca,2025_18,1,Snatch,Strappo no piedi,1.0,5.0,2,1.0,75.0,,,,
Daniele Conca,2025_18,1,Snatch pull,Tirate strappo,2.0,3.0,2,1.0,95.0,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,1,Squat,Gambe dietro,2.0,3.0,2,2.0,140.0,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,2,Clean and Jerk,Slancio,1.0,5.0,2,,,,,,
Daniele Conca,2025_18,2,Squat,Gambe avanti,2.0,3.0,2,,,,Solo se non hai male scihena,,
Daniele Conca,2025_18,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,2,,,,,,
Daniele Conca,2025_18,1,Snatch,Strappo no piedi,1.0,5.0,3,1.0,80.0,,,,
Daniele Conca,2025_18,1,Snatch pull,Tirate strappo,2.0,3.0,3,1.0,100.0,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,1,Squat,Gambe dietro,2.0,3.0,3,2.0,145.0,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,2,Clean and Jerk,Slancio,1.0,5.0,3,,,,,,
Daniele Conca,2025_18,2,Squat,Gambe avanti,2.0,3.0,3,,,,Solo se non hai male scihena,,
Daniele Conca,2025_18,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,3,,,,,,
Daniele Conca,2025_18,1,Snatch,Strappo no piedi,1.0,5.0,4,0.0,85.0,,,,
Daniele Conca,2025_18,1,Snatch pull,Tirate strappo,2.0,3.0,4,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,1,Squat,Gambe dietro,2.0,3.0,4,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,2,Clean and Jerk,Slancio,1.0,5.0,4,,,,,,
Daniele Conca,2025_18,2,Squat,Gambe avanti,2.0,3.0,4,,,,Solo se non hai male scihena,,
Daniele Conca,2025_18,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,4,,,,,,
Daniele Conca,2025_18,1,Snatch,Strappo no piedi,1.0,5.0,5,,,,,,
Daniele Conca,2025_18,1,Snatch pull,Tirate strappo,2.0,3.0,5,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,1,Squat,Gambe dietro,2.0,3.0,5,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,2,Clean and Jerk,Slancio,1.0,5.0,5,,,,,,
Daniele Conca,2025_18,2,Squat,Gambe avanti,2.0,3.0,5,,,,Solo se non hai male scihena,,
Daniele Conca,2025_18,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,5,,,,,,
Daniele Conca,2025_18,1,Snatch,Strappo no piedi,1.0,5.0,6,,,,,,
Daniele Conca,2025_18,1,Snatch pull,Tirate strappo,2.0,3.0,6,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,1,Squat,Gambe dietro,2.0,3.0,6,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,2,Clean and Jerk,Slancio,1.0,5.0,6,,,,,,
Daniele Conca,2025_18,2,Squat,Gambe avanti,2.0,3.0,6,,,,Solo se non hai male scihena,,
Daniele Conca,2025_18,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,6,,,,,,
Daniele Conca,2025_18,1,Snatch,Strappo no piedi,1.0,5.0,7,,,,,,
Daniele Conca,2025_18,1,Snatch pull,Tirate strappo,2.0,3.0,7,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,1,Squat,Gambe dietro,2.0,3.0,7,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,2,Clean and Jerk,Slancio,1.0,5.0,7,,,,,,
Daniele Conca,2025_18,2,Squat,Gambe avanti,2.0,3.0,7,,,,Solo se non hai male scihena,,
Daniele Conca,2025_18,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,7,,,,,,
Daniele Conca,2025_18,1,Snatch,Strappo no piedi,1.0,5.0,8,,,,,,
Daniele Conca,2025_18,1,Snatch pull,Tirate strappo,2.0,3.0,8,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,1,Squat,Gambe dietro,2.0,3.0,8,,,,"Solo se schiena 100%, altrimenti salta e fai muscolazione / esercizi fisio",,
Daniele Conca,2025_18,2,Clean and Jerk,Slancio,1.0,5.0,8,,,,,,
Daniele Conca,2025_18,2,Squat,Gambe avanti,2.0,3.0,8,,,,Solo se non hai male scihena,,
Daniele Conca,2025_18,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,8,,,,,,
Daniele Conca,2025_19,1,Snatch,Strappo,1.0,5.0,1,1.0,85.0,,partenze,,
Daniele Conca,2025_19,1,Clean and Jerk,Slancio,1.0,5.0,1,1.0,105.0,,partenze,,
Daniele Conca,2025_19,1,Squat,Gambe dietro,,,1,,,,,,
Daniele Conca,2025_19,2,Snatch,Strappo sosp,1.0,4.0,1,,,,,,
Daniele Conca,2025_19,2,Clean and Jerk,Girata in piedi + spinta,1.0,4.0,1,,,,,,
Daniele Conca,2025_19,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,1,,,,,,
Daniele Conca,2025_19,1,Snatch,Strappo,1.0,5.0,2,,,,partenze,,
Daniele Conca,2025_19,1,Clean and Jerk,Slancio,1.0,5.0,2,,,,partenze,,
Daniele Conca,2025_19,1,Squat,Gambe dietro,,,2,,,,,,
Daniele Conca,2025_19,2,Snatch,Strappo sosp,1.0,4.0,2,,,,,,
Daniele Conca,2025_19,2,Clean and Jerk,Girata in piedi + spinta,1.0,4.0,2,,,,,,
Daniele Conca,2025_19,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,2,,,,,,
Daniele Conca,2025_19,1,Snatch,Strappo,1.0,5.0,3,,,,partenze,,
Daniele Conca,2025_19,1,Clean and Jerk,Slancio,1.0,5.0,3,,,,partenze,,
Daniele Conca,2025_19,1,Squat,Gambe dietro,,,3,,,,,,
Daniele Conca,2025_19,2,Snatch,Strappo sosp,1.0,4.0,3,,,,,,
Daniele Conca,2025_19,2,Clean and Jerk,Girata in piedi + spinta,1.0,4.0,3,,,,,,
Daniele Conca,2025_19,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,3,,,,,,
Daniele Conca,2025_19,1,Snatch,Strappo,1.0,5.0,4,,,,partenze,,
Daniele Conca,2025_19,1,Clean and Jerk,Slancio,1.0,5.0,4,,,,partenze,,
Daniele Conca,2025_19,1,Squat,Gambe dietro,,,4,,,,,,
Daniele Conca,2025_19,2,Snatch,Strappo sosp,1.0,4.0,4,,,,,,
Daniele Conca,2025_19,2,Clean and Jerk,Girata in piedi + spinta,1.0,4.0,4,,,,,,
Daniele Conca,2025_19,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,4,,,,,,
Daniele Conca,2025_19,1,Snatch,Strappo,1.0,5.0,5,,,,partenze,,
Daniele Conca,2025_19,1,Clean and Jerk,Slancio,1.0,5.0,5,,,,partenze,,
Daniele Conca,2025_19,1,Squat,Gambe dietro,,,5,,,,,,
Daniele Conca,2025_19,2,Snatch,Strappo sosp,1.0,4.0,5,,,,,,
Daniele Conca,2025_19,2,Clean and Jerk,Girata in piedi + spinta,1.0,4.0,5,,,,,,
Daniele Conca,2025_19,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,5,,,,,,
Daniele Conca,2025_19,1,Snatch,Strappo,1.0,5.0,6,,,,partenze,,
Daniele Conca,2025_19,1,Clean and Jerk,Slancio,1.0,5.0,6,,,,partenze,,
Daniele Conca,2025_19,1,Squat,Gambe dietro,,,6,,,,,,
Daniele Conca,2025_19,2,Snatch,Strappo sosp,1.0,4.0,6,,,,,,
Daniele Conca,2025_19,2,Clean and Jerk,Girata in piedi + spinta,1.0,4.0,6,,,,,,
Daniele Conca,2025_19,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,6,,,,,,
Daniele Conca,2025_19,1,Snatch,Strappo,1.0,5.0,7,,,,partenze,,
Daniele Conca,2025_19,1,Clean and Jerk,Slancio,1.0,5.0,7,,,,partenze,,
Daniele Conca,2025_19,1,Squat,Gambe dietro,,,7,,,,,,
Daniele Conca,2025_19,2,Snatch,Strappo sosp,1.0,4.0,7,,,,,,
Daniele Conca,2025_19,2,Clean and Jerk,Girata in piedi + spinta,1.0,4.0,7,,,,,,
Daniele Conca,2025_19,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,7,,,,,,
Daniele Conca,2025_19,1,Snatch,Strappo,1.0,5.0,8,,,,partenze,,
Daniele Conca,2025_19,1,Clean and Jerk,Slancio,1.0,5.0,8,,,,partenze,,
Daniele Conca,2025_19,1,Squat,Gambe dietro,,,8,,,,,,
Daniele Conca,2025_19,2,Snatch,Strappo sosp,1.0,4.0,8,,,,,,
Daniele Conca,2025_19,2,Clean and Jerk,Girata in piedi + spinta,1.0,4.0,8,,,,,,
Daniele Conca,2025_19,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,8,,,,,,
Daniele Conca,2025_20,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,1,,,,,,
Daniele Conca,2025_20,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,2,,,,,,
Daniele Conca,2025_20,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,3,,,,,,
Daniele Conca,2025_20,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,4,,,,,,
Daniele Conca,2025_20,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,5,,,,,,
Daniele Conca,2025_20,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,6,,,,,,
Daniele Conca,2025_20,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,7,,,,,,
Daniele Conca,2025_20,Notation:,,"Considera il numero di serie degli esercizio fondamentali con un margine di errore di uno. Se ad esempio sono sono scritte 5 serie, questo significa che potrai fare da da 4 a 6 serie per il determinato esercizio. Segui invece il numero di serie esatte per gli esercizi fondamentali.",,,8,,,,,,
